published_date,updated_date,commentor,comment,like
2022-06-19T13:52:55Z,2022-06-19T13:52:55Z,예원학교안티카페회장,703특공연대 쳐본사람 개추,0
2022-06-19T13:51:59Z,2022-06-19T13:51:59Z,Junhee Jang,에이전트 H 님 연기인지 실생활인지 구분이 안가네요🤣,0
2022-06-19T13:51:31Z,2022-06-19T13:51:31Z,조성석,"다 아니지!!!  뭐니뭐니해도
취4병이  최고!!",0
2022-06-19T13:49:09Z,2022-06-19T13:49:09Z,엘리자베스,"너덜트 : 나도 군대에서 힘들었어
H : 풉
너덜트 : 넌 어디 나왔는데?
H : 나? UDT
너덜트 : 군대 얘기 너무 지겹다 딴얘기하자",0
2022-06-19T13:47:46Z,2022-06-19T13:47:46Z,괜찮아요,1:19 부터 뭔가 너무 멋짐..ㅋㅋㅋ,0
2022-06-19T13:46:57Z,2022-06-19T13:46:57Z,Soul Park,내용과는 상관없지만.. H님 혼자 너무 그림체가 달라.. ㅠㅠ,1
2022-06-19T13:46:26Z,2022-06-19T13:46:26Z,미그놀,"아스테이지 개추 ㅋㅋ
마 인사가 없으면 우리 부대가 안돌아간다 이거야~",0
2022-06-19T13:44:02Z,2022-06-19T13:44:02Z,레임,와 군대이야기 듣기싫은건 또 첨이네,0
2022-06-19T13:42:45Z,2022-06-19T13:42:45Z,잉이이이,ㅋㅋㅋㅋㅋ광고도 너덜트가 찍은 신한 광고 나와서 자연스럽게 다 봐버렸네,0
2022-06-19T13:41:45Z,2022-06-19T13:41:45Z,GaeBul Kim,난 H행님 들어와서 내는 기냥 해군나와따 하고 묵묵하게 외유내강식 캐릭터로 갈줄 알았는데 그냥 H행님스타일캐릭터가 나와서 크.. 역시 했네,3
2022-06-19T13:40:41Z,2022-06-19T13:40:41Z,강도석,"특공대는 헬기 레펠 비트 구축 적성 무기 사용
다 배웁니다~^^",0
2022-06-19T13:39:07Z,2022-06-19T13:39:07Z,Pantasm,진짜 근데 H님만 그림체 다르네요,2
2022-06-19T13:39:06Z,2022-06-19T13:40:40Z,bongbong311,"소말리아 얘기 시작할 때부터 지금 얘기 해줘야겠다, 하고 일어나는 부분에서 개터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얘기하고 싶어서  엄청 다급함 느껴짐 ㅋㅋㅋㅋㅋ",14
2022-06-19T13:37:12Z,2022-06-19T13:37:12Z,김경민,하...내일 예비군가는뒈...,0
2022-06-19T13:37:09Z,2022-06-19T13:37:09Z,윤서,ㅋㅋㅋㅋㅋㅋ 저거 우리 엣치오빠 실제 모습 찍어둔거 아니냐며 … 🫣,1
2022-06-19T13:37:07Z,2022-06-19T13:37:07Z,sang sik yun,필승~,0
2022-06-19T13:36:47Z,2022-06-19T13:36:47Z,이름없음,"1:36 구라 좀 치지말라고?
군번 04-7303421X
2015부대 701특공 2대대(자칼) 본부중대 전역자입니다
분기에 한번씩 헬기레펠 훈련받아 생명수당 13만원 받았습니다 빡새고 안빡새고 이걸떠나 정확한 정보를 알고 대본 짜시죠
병사라고 페스트로프 훈련 안받는거 아닙니다",0
2022-06-22T07:57:38Z,2022-06-22T07:57:38Z,YT,진짜 눈치도 없고 하는 행동보니 친구도 없고 꽁트에 발작을 하네ㅋㅋㅋㅉㅉ,0
2022-06-21T11:54:15Z,2022-06-21T11:54:15Z,Yeon,정보전달 영상도 아니고ㅋㅋ 영상의  의도를 모르시낭..,1
2022-06-20T16:50:58Z,2022-06-20T16:50:58Z,나천재,@이름없음 설마 단지 구라치지말라는 대사가 불쾌하셨던건가요?,0
2022-06-20T16:48:02Z,2022-06-20T16:49:24Z,나천재,진짜 궁금해서그러는데 구라좀치지말라는 대사에서 헬기탔다는걸 구라라고하는이유는 군대부심부릴려고하는 거짓말이라는뜻으로 작중 운전병이 잘 몰라서 그런거 아닌가요? 그 뒤에 설명 나왔잖아요 왜 대본을 알고 짜라는건지 궁금해서요 제가 잘못이해하는거라면 알려주세요,0
2022-06-20T14:40:16Z,2022-06-20T14:40:32Z,유튜브 지방청,@이름없음 애는 한국어도 모르는데 군대는 어케 갔누,0
2022-06-19T13:36:33Z,2022-06-19T13:36:33Z,Omg,누구 저격하고 그러면 안돼 상처 받아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:35:38Z,2022-06-19T13:35:38Z,김정원,ㄴㅓ덜트보고 광고에 ㄴ ㅓ덜트 나오면 못넘기지,0
2022-06-19T13:35:21Z,2022-06-19T13:35:21Z,hjk,수색중대 나왔다 질문받는다,0
2022-06-19T13:35:16Z,2022-06-19T13:35:16Z,r A,익숙한 부대가 나오니 반갑네요ㅋㅋ 703.. 인제 끔찍...,0
2022-06-19T13:34:54Z,2022-06-19T13:34:54Z,WANG WANG,아이구 우리형아 ㅎㅎ,0
2022-06-19T13:34:53Z,2022-06-19T13:34:53Z,Noth,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시 너덜트, 역시 H ㅋㅋㅋㅋ",0
2022-06-19T13:34:35Z,2022-06-19T13:34:35Z,팜판판,H님이랑 친해지면 맨날 저 텐션을 들어줘야 한다는 거잖아. 그냥 팬으로만 남겠습니다. 충성!,3
2022-06-19T13:34:01Z,2022-06-19T13:34:01Z,테오도르,"오ㅏ 이거 추천 안 해 줄 수 없네.
안보관…. 이거 중요하지.
군대 얘기하면서 안보관 재무장을 해야되는게 옳은 거지.",0
2022-06-19T13:33:55Z,2022-06-19T13:33:55Z,Josh Kim,"UDT = 우리 동네 특공대 
진짜 너무 웃겼네 ㅋㅋ",0
2022-06-19T13:30:06Z,2022-06-19T13:30:06Z,박광진,다음에는 무슨편일까요?  빨리빨리 좀 올려주세요 쉬지 말란말이에요 ㅠㅠ 하앍하앍,0
2022-06-19T13:29:43Z,2022-06-19T13:29:43Z,the hill,갈수록 재미없네..,0
2022-06-19T13:29:28Z,2022-06-19T13:29:28Z,김현빈,너덜트 영상에서 너덜트광고나오네,0
2022-06-19T13:26:56Z,2022-06-19T13:26:56Z,꾸,😀,0
2022-06-19T13:26:55Z,2022-06-19T13:26:55Z,Rusty Kim,와.ㅋㅋㅋㅋ 이형이 여기 왜나와.ㅋㅋㅋ 캐릭 지대로 잘 잡앗네.ㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:26:44Z,2022-06-19T13:26:44Z,어쩔,영상시작전 너덜트 광고뭐딬ㅋ,0
2022-06-19T13:26:03Z,2022-06-19T13:26:03Z,Вы далеко,"새로운 긴급뉴스 나옴ㄷㄷ
https://youtu.be/ey8LWlQJo-Y",0
2022-06-19T13:25:00Z,2022-06-19T13:25:00Z,크르릉,"UDT고 나발이고
내가 갔다온 군대가 제일 빡센데임",0
2022-06-19T13:24:37Z,2022-06-19T13:24:37Z,뷁뷁뷁뷁쏡,국수를 왜 사ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅊ,1
2022-06-19T13:24:28Z,2022-06-19T13:24:28Z,Ban Oh,ㅋㅋㅋㅋㅋ 나라도 UDT 나왔는데 군얘기 나오면 신나게 얘기할듯 ㅋㅋㅋㅋ 고생하셨습니다,2
2022-06-19T13:24:17Z,2022-06-19T13:24:17Z,현규,차음에 웃음을주고 마지막에 군인은 소중함을 알게하주는 내용 굿,0
2022-06-19T13:23:50Z,2022-06-19T13:23:50Z,나심심하다,말하는게 졸라 싸가지야. 연기자 빔순들이..,0
2022-06-19T13:21:02Z,2022-06-19T13:21:02Z,탄큐보,내일부터 예비군 훈련 시작인데 정말 타이밍이 기가막히네,0
2022-06-19T13:20:16Z,2022-06-19T13:20:16Z,일월팔일,군생활이 힘들고 쉽고를 떠나서 월급 3달을 모아도 휴가를 갈때 교통비쓰고 나면 없던시절에 군에간 사람으로서 월급은 부럽습니다.,0
2022-06-19T13:19:02Z,2022-06-19T13:19:41Z,따께비,구엽다 아가야들  ㅎㅎㅎㅎ.  ...,2
2022-06-19T13:18:48Z,2022-06-19T13:18:48Z,김태후,"인사계원은 솔직히 인정해줘야하는데;; 
간부많은부대였는데 진짜 부대내에 젤빡센 사람이 인사계원이었음;;",1
2022-06-19T13:18:35Z,2022-06-19T13:18:35Z,Wade Lee,Bf19b,0
2022-06-19T13:18:00Z,2022-06-19T13:18:00Z,Golden Eyes,지나가는 203특공여단 예비역입니다 ㅋㅋㅋㅋ 헬기 패스트로프 부심부리는거 너무 공감되네요 ㅋㅋㅋㅋ,2
2022-06-19T13:17:58Z,2022-06-19T13:17:58Z,임용태,"군시절이 자기 전성기면
슬픈 인생인데...",0
2022-06-19T13:17:53Z,2022-06-19T13:17:53Z,뭐 어쩌라고요,나 같은 미필이 봐도 재밌는데 군필들이 보면 얼마나 재밌을까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
2022-06-19T13:17:28Z,2022-06-19T13:19:59Z,김선식,"나보다 나이 많은신 분들도 많겠지만......
내가 50대이고 최전방이였다보니.......
지금보다 예전이 힘들었던것은 평균적으로 맞는것같아용 ㅎㅎㅎ

군대 입대해서 가장 놀란점 딱한가지는.....
내가 알던 나보다 나이 많던 우리나라의 모든 남자들이 이런데를 다녀왔다고???
자살도 안하고 버티고???
동네 슈퍼아저씨 버스운전하는 아저씨 등등
아버지 삼촌은 말할 것도 없고.......그냥 모든 군필자들이 신으로 생각되었었어요.",1
2022-06-19T13:17:05Z,2022-06-19T13:17:05Z,qkdrnekdl,와 씨 재밋노 한잔 묵고싶네,0
2022-06-19T13:17:04Z,2022-06-19T13:17:04Z,방그대,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 연기 왜케 잘함 ㅋㅋㅋㅋ개웃겨 ㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:15:07Z,2022-06-19T13:15:07Z,욜로뽕따이,국수를왜사 ㅋㅋㅋㅋㅋㅋ,1
2022-06-19T13:14:59Z,2022-06-19T13:14:59Z,레옹,너덜트 영상 눌렀는데 바로 나오길래 보니 광고마저 너덜트 출연광고;; 개이득!,0
2022-06-19T13:14:34Z,2022-06-19T13:14:34Z,냐옹,찐텐말고 연기를 하라고!!,0
2022-06-19T13:14:20Z,2022-06-19T13:14:20Z,_ Cake,앞에 광고가 너덜트가 한 광고라 이게 본영상인줄 알았네 ㅋㅋㅋㅋ,0
2022-06-19T13:12:24Z,2022-06-19T13:12:24Z,뼛속까지인프피,너덜트는 왜 광고도 재밌냐;; 맨날 끝까지 보네,0
2022-06-19T13:10:50Z,2022-06-19T13:10:50Z,HJ,"운전병 출신으로서 전역 후 따로 대형 면허도 취득했는데 (그 당시 k-511 두돈반은 경차 취급) 현재는 오토바이 타고 생계 유지 합니다. 그나마 부심 부릴 건 최전방 gop에서 부식,쌀,가스,병력 등 추진하면서 비무장지대의 아름다운 자연 들을 직관 한 게 (맨날 보면 지겨움) 정말 보람찬 군 생활 이였읍니다!",8
2022-06-19T13:10:20Z,2022-06-19T13:10:20Z,P PP,오랫만에 감좀 살렸네 ㅋㅋㅋㅋ 진짜 군대 다녀온사람만 공감하는 논쟁으로 가져왔네 ㅋㅋㅋㅋ,18
2022-06-19T13:09:44Z,2022-06-19T13:09:44Z,모코코,행정계원 아스테이지 시벌 ㅋㅋㅋㅋ,0
2022-06-19T13:09:03Z,2022-06-19T13:09:03Z,Green,연기 아닌데 삶인데??ㅋ,0
2022-06-19T13:06:33Z,2022-06-19T13:06:33Z,sdg asdg,"이게 정상적인 반응인데, 현실은 병사 휴대폰 사용 확대한다는 기사에 4,50대 꼰대들 라뗴는 거리고 있음",0
2022-06-19T13:06:13Z,2022-06-19T13:06:13Z,최현욱,"와.. 처음에는 재밌게 보다가 가면 갈수록 맞는말만 하시면서 가슴 벅차오르는 느낌에 마음이 와닿는게 대박이네요
재미도 잡고 군인에 대한 인식이나 예비군 안보관도 다 잡으셨네.. 갈수록 퀄이 어무무시 해지네요",1109
2022-07-02T03:19:32Z,2022-07-02T03:19:32Z,위튜브 WE TUBE  (소망을 이루어주는 채널),소원..이루어드릴까요?,0
2022-06-22T15:29:32Z,2022-06-22T15:29:32Z,Kevin Junior,"@김종국의 감독 Life 굳이 우크라이나로 보낼 필요가....
애초에 우리나라도 1953년 휴전 협정으로 크고 작은 북한의 산발적인 국지도발이 있고 대규모 전면전만 없지 우리나라도 언제든 대규모 전면전이 일어날 요소가 충분함;;;;",1
2022-06-21T17:45:25Z,2022-06-21T17:45:25Z,가르쳐줄이름없음,그래서.. 어디나오셨어요?,0
2022-06-20T03:34:09Z,2022-06-20T03:34:09Z,지아,@김종국의 감독 Life ㅈㄹ,3
2022-06-20T03:18:39Z,2022-06-20T03:18:39Z,최현욱,뭐야 동명이인뭔데,0
2022-06-19T13:05:44Z,2022-06-19T13:05:44Z,이잉이,너덜트 채널프사에 ULT가 UDT로 보이는건 기분탓?,0
2022-06-19T13:04:43Z,2022-06-19T13:04:43Z,선선,ㅋㅋㅋ 멋진데 웃기노..!,0
2022-06-19T13:04:09Z,2022-06-19T13:04:09Z,세빈,아 언제봐도 잘생깄네.,0
2022-06-19T13:03:54Z,2022-06-19T13:03:54Z,Ne Beul,H 연기 너무 잘하는거 아니오 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:03:38Z,2022-06-19T13:03:38Z,강두박,이번편 존나 웃기네 ㅋㅋㅋㅋㅋ  아 내도 udt병이라도 가서 아부리 털어야 되나,0
2022-06-19T13:02:54Z,2022-06-19T13:02:54Z,안녕,ㅋㅋㅋㅋㅋㅋ h님이랑 술 마시면 진짜 저럴것 같아 연기를 넘 잘하시네,1
2022-06-19T13:02:46Z,2022-06-19T13:02:46Z,허준영,이거 연기가 아니라 도촬아이가 ㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:01:40Z,2022-06-19T13:01:40Z,PARK SOON DAE,쏘말리아썰은 술먹을때마다 들어도 재밌을뜻 흥미진진 ㅋㅋㅋ,0
2022-06-19T13:01:05Z,2022-06-19T13:01:05Z,도르깡,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T13:00:45Z,2022-06-19T13:00:45Z,유월혁,그래서 세분중에 누가 제일 빡셌나요?,0
2022-06-19T13:00:36Z,2022-06-19T13:00:36Z,크람ᄏ,H님이 확실히 창원 이쪽이라 경상도 사투리가 부산이랑 조금 다르네요.,1
2022-06-19T12:59:02Z,2022-06-19T12:59:02Z,최은진,"저자리에 여자가 한명 껴있다생각하면
ㅋㅋㅋㅋ아 머리아퍼ㅋㅋㅋㅋㅋ",0
2022-06-19T12:58:53Z,2022-06-19T12:58:53Z,GJ Park,호국보훈의 달 웃기면서 좋은영상 감사하빈다.,1
2022-06-19T12:58:47Z,2022-06-19T12:58:47Z,jim condense hwang,군수사... 도 ... 아 아입니다.. ㅋㅋㅋㅋㅋ,0
2022-06-19T12:58:06Z,2022-06-19T12:58:23Z,폴 드,우리나라 모든 군인분들께 감사드림다♥,11
2022-06-20T05:32:57Z,2022-06-20T05:32:57Z,csw1526,군대는 현대판 성차별 노예제도입니다,0
2022-06-19T12:57:38Z,2022-06-19T12:57:38Z,holly,연기 왜 잘함ㅋㅋㅋㅋㅋㅋㅋㅋ,4
2022-06-19T12:55:11Z,2022-06-19T12:55:11Z,vigor,에이전트 H님 군대썰 계속 돌려보는중ㅋㅋㅋㅋ 은근한 매력이 있음,260
2022-06-23T14:04:54Z,2022-06-23T14:04:54Z,연예인 재재,@김종국의 감독 Life 전쟁나면 그 세금이 군사력이 되는거지요~,1
2022-06-21T09:33:45Z,2022-06-21T09:34:06Z,공쥬,@김종국의 감독 Life 먼 개소리야... 군인분들이 있어서 든든한데,7
2022-06-21T09:26:32Z,2022-06-21T09:26:32Z,ᄋᄋ,"@김종국의 감독 Life 2대남들만 보내도 됨니다
30대이상 남성들이 군대이야기로 도움좀 주려하면
폰 사용하면서 노예짓도 덜한놈들이
30 대가 한 노예짓을 인정 안하고 지들이 더 힘들었다고
이악물고 발악하면서 모르는척하려그럼
공사도 안해놓고선 30대만큼 고생한척 오지게 하려그럼",1
2022-06-19T12:55:01Z,2022-06-19T12:55:01Z,용용용,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃기네 ㅋㅋㅋㅋㅋ
소말리아 해적본적잇나 ? ㅋㅋㅋ",0
2022-06-19T12:54:09Z,2022-06-19T12:54:09Z,이유라,어우씨 오늘따라 왜이렇게 잘생겼어…,1
2022-06-19T12:53:29Z,2022-06-19T12:53:29Z,송영일,축구는??ㅋ,0
2022-06-19T12:52:28Z,2022-06-19T12:52:28Z,23 01,소말리아 해적 본 사람이 얼마나 있겠냐고 ㅋㅋㅋㅋㅋ,0
2022-06-19T12:52:06Z,2022-06-19T12:52:06Z,VVeeD [vívíd],에이전트H 왜 연기 잘하는데?,0
2022-06-19T12:51:59Z,2022-06-19T12:51:59Z,Kev River,너덜트 에이전트H 콜라보 너무 맛있다,0
2022-06-19T12:51:56Z,2022-06-19T12:51:56Z,이용희,"핵폭탄 투발 특작 부대 출신 입니다.
.
질문 금지.  모든게 다 비밀입니다. ㅋㅋㅋ",1
2022-06-19T12:51:49Z,2022-06-19T12:53:43Z,우리.,"H님 처음에는 어색 하시더니 뒤로갈수록 진심이 느껴지네욬ㅋㅋㅋㅋㅋㅋ
모든 국군장병분들과 예비역 분들 모두 늘 감사합니다👍",4698
2022-07-28T08:06:16Z,2022-07-28T08:06:16Z,하이,@GTL 그건 이근 임마 ㅋㅋ,0
2022-07-02T03:19:13Z,2022-07-02T03:19:13Z,위튜브 WE TUBE  (소망을 이루어주는 채널),소원..이루어드릴까요?,0
2022-06-21T15:36:50Z,2022-06-21T15:36:50Z,식빵언니,전 udt가 진지하게 예비군이야기 술자리에서 저러면 경청할듯,0
2022-06-20T06:51:48Z,2022-06-20T06:51:48Z,바가지트리오,@csw1526 ? 그럼 조선시대 군대는 과거판 성차별 노예 제도임?,0
2022-06-20T06:00:36Z,2022-06-20T06:00:36Z,CD AB,@GTL ㅋㅋㅋ지는 숨만 쉬고 똥만 싸지르는게,4
2022-06-19T12:51:46Z,2022-06-19T12:51:46Z,너어구리,와 예전에 자주 갔던 술집 나오니깐 신기하네ㅋㅋㅋ,0
2022-06-19T12:51:30Z,2022-06-19T12:51:30Z,유머스트컴백홈,"그래봤자 여단. 난 사단나왔다. UDT=언더
워터 데몰리션 팀. 옛날다큐3일에 훈련병
훈련하는영상 나왔는데 넘사벽 ㄷㄷ..",0
2022-06-19T12:50:51Z,2022-06-19T12:50:51Z,Rove,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T12:49:53Z,2022-06-19T12:49:53Z,알숭벗는채널,이 영상에 좋아요 많이 눌리면좋겠습니다. 너무 유익쓰,0
2022-06-19T12:49:34Z,2022-06-19T12:49:34Z,U K,ㅋㅋᆢ군부심,0
2022-06-19T12:49:34Z,2022-06-19T12:49:34Z,친절한,군부심은 좀 인정 해줘야 할듯해요 군인들은 다 멋지니까요,0
2022-06-19T12:48:53Z,2022-06-19T12:48:53Z,이선생,어짜피 30대되면 그냥 아저씨,0
2022-06-19T12:48:25Z,2022-06-19T12:48:25Z,여백,"국토방위의 의무를 다하는, 할 예정인, 그리고 해주셨던 모든 분들에게 감사드립니다.",6
2022-06-19T12:47:03Z,2022-06-19T12:47:03Z,taehaa,"영상에 나오 703.....아닌....701 나왔읍니다.....육군 병으론 최고 빡신데죠......직업군인(특전사...707, HID..(가물HDI....철자가가물가물....) 빼곤)..육군에선..병으로선 최고 쎈데 맞습니다.........새록새록하네요...ㅋㅋ 그래도 저래 군부심은 없습니다.....낙하산 없습니다......(701,702,703,705,706) 제대 날짜기준....2000년 기준입니다......이후로 낙하산 으로 뛰어 내렸다 다 그짓말 입니다...ㅋㅋ 그래도 술머그며 보니 재미지네요.....",0
2022-06-19T12:44:44Z,2022-06-19T12:44:44Z,홀리쉣,"아무리 누군가 특수부대  진짜  개빡쎈대 다녀와도 
결국은  '내가 갔다온곳'이 지옥이니깐 평생말해봤자 소용없음ㅋ",0
2022-06-19T12:44:05Z,2022-06-19T12:44:05Z,ᄒᄒᄒ,"아스테이지... 25년만에 듣는 거 같네ㅋㅋㅋ
맞아요... 정보병이었어요ㅋㅋ",0
2022-06-19T12:42:56Z,2022-06-19T12:42:56Z,박춘배,신한은행 광고 너덜트분들 떠서 다보고 이것도 보니까 두개 연속으로 본기분 ㅋㅋㅋㅋㅋ,0
2022-06-19T12:42:09Z,2022-06-19T12:42:29Z,밍기적,"미필 여성으로서… 영어지문 듣는 기분입니다
존경합니다 국군장병분들…🫡",5
2022-06-19T12:41:12Z,2022-06-19T12:41:12Z,윤진,아무리 부심부려봤자 면제받은놈이 승리한거다,0
2022-06-19T12:41:03Z,2022-06-19T12:41:03Z,JH Lee,솔직히 소말리아 파병얘긴 못참긴해,0
2022-06-19T12:40:22Z,2022-06-19T12:40:22Z,Web Programmer,군대 이야기도 결혼하고 애 태어나는 순간 안하게 됩니다. 애 키우는게 정말 힘드니까요.,0
2022-06-19T12:40:07Z,2022-06-19T12:40:07Z,푸라라이드,Mc sof 훈련 아누??,1
2022-06-19T12:38:46Z,2022-06-19T12:38:46Z,큐큐큐,에이전트 저사람 원래 저렇게 말이 많았던가 무섭네,0
2022-06-19T12:37:48Z,2022-06-19T12:37:48Z,Miteum Jung,병무청에서 만든건가요?,0
2022-06-19T12:36:43Z,2022-06-19T12:36:43Z,현호,와... 에이전드h 군대썰 술자리에서 들으면 안주 필요없겠다,1
2022-06-19T12:35:36Z,2022-06-19T12:35:36Z,NOYOKIM -,좋은내용이지만 예비군은 가기싫네요,0
2022-06-19T12:33:36Z,2022-06-19T12:33:36Z,trash 에웈,이번편 회의하다가 군대얘기만 하루종일 들었다던데 사실인가요,0
2022-06-19T12:32:21Z,2022-06-19T12:32:32Z,달라졌어요,지금은 어떤지 모르겠는데 우리 부대는 간첩잡고 빨리 전역하고 싶다는 투지가 있었습니다 ㅋㅋㅋ,0
2022-06-19T12:31:32Z,2022-06-19T12:31:32Z,이현욱,4:10 아낰ㅋㅋㅋㅋㅋ,0
2022-06-19T12:30:56Z,2022-06-19T12:30:56Z,나의한끼 my meal,군에대한 인식이 조금씩 변하고있는것같아 보기좋네요!,8
2022-06-19T12:30:25Z,2022-06-19T12:36:06Z,WOOKsTAR욱스타,현웃 깔깔대면서 개웃엇네 진짴ㅋㅋㅋㅌㅌㅋㅌㅌㅌㅋㅌㅌㅋㅌㅌㅌ사랑합니다 너덜트 에이치행님,1
2022-06-19T12:30:07Z,2022-06-19T12:30:07Z,존다그,마마마,0
2022-06-19T12:30:03Z,2022-06-19T12:30:03Z,퐁퐁,"국군 장병, 예비군 모두 너무 감사합니다!!",0
2022-06-19T12:28:47Z,2022-06-19T12:28:47Z,아따마,연기지만 연기가 아니다 ㅋㅋㅋㅋ 🤣 👍,2
2022-06-19T12:27:31Z,2022-06-19T12:27:31Z,뽀빠이,어 나 대통령인데???ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T12:25:38Z,2022-06-19T12:25:38Z,나,딱 이영상 밑에 추천영상이 소말리아 해적영상...,0
2022-06-19T12:25:18Z,2022-06-19T12:25:18Z,떴다홍짱,0:46 국수를 왜사녜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
2022-06-19T12:24:50Z,2022-06-19T12:24:50Z,39 8,전 1군단 1공병여단입니다,0
2022-06-19T12:24:39Z,2022-06-19T12:24:39Z,심술이,미쳐버리겠다 ㅋㅋㅋㅋㅋ,0
2022-06-19T12:24:34Z,2022-06-19T12:24:34Z,오공뽄드,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기절하것네,0
2022-06-19T12:22:35Z,2022-06-19T12:22:35Z,민규 Minkyu,내년 개꿀인게 딱 내년 2월에 병장달고 월급 100이상 오른다는게 사실이면 진짜 개꿀임 ㅋㅋㅋ 4개월이상 병장단다고 생각해도 400이상,0
2022-06-19T12:21:46Z,2022-06-19T12:21:46Z,뉴비,딱 얘기 한다 울 아버지 군대 얘기하면 다 죽는다.....,0
2022-06-19T12:21:33Z,2022-06-19T12:28:27Z,Gerrard,"ㅎㅎㅎ저는 며칠 전 예비군 다녀온 15년도 군번 수색대대 출신입니다. 너무 재밌게 봤어요!
뜨거운 날씨와 갑작스런 소나기 등으로 훈련이 쉽지 않았지만 1년에 단 한 번 있는 예비군 훈련 그래도 열심히 최선을 다해 교육받았습니다. 오히려 예비군되니 정신차리고 교육받게 되네요ㅋㅋㅋ 보직이 어디든 각자 위치에서 최선을 다한 장병 모두가 자랑스럽습니다. 열심히 살았던 젊은 날 기억을 일삼아 사회 살아갈 때 원동력이 되는 건 분명한 것 같습니다.
지금 군대가 월급이 얼마니 핸드폰이 얼마니 하지만 중요한 것은 그게 아니고 군대에 가서 언제 전역하나 귀찮아하지않고 우리나라 안보를 지키기위해 최선을 다하여 맡은 임무를 완수하며 하루하루 보낸다면 젊은 청춘을 바치는 아까운 시간이 아닌 살아가는데 오히려 더 스스로에게 도움이 되는 시간이 될 것 같아요. 현재 현역 장병 분들과 앞으로 군대갈 남자 분들께서 이 글을 보고 위안을 받았으면 좋겠습니다. 파이팅!!",0
2022-06-19T12:20:44Z,2022-06-19T12:20:44Z,으닝,잠만 ㅋㅋㅋㅋㅋ 유튜브 내리다 깜짝 놀랐네 에이전트님…. 휴식 기간이라 얼굴보기 넘 힘들었는데 대박.. 보고싶었어요 ㅠㅠㅠㅠㅠㅠ 연기도 넘 잘해버리고.. 재밌다.. 신선한 조합 ㅠㅠ크~ 잘 봤습니당 ㅠㅠ❤️,1
2022-06-19T12:20:07Z,2022-06-19T12:20:07Z,coool guy,재밌네요 ㅎㅎ,0
2022-06-19T12:19:05Z,2022-06-19T12:19:05Z,정민,여기서 국수사가 나오네,0
2022-06-19T12:17:08Z,2022-06-19T12:17:08Z,saak,"공익
끝났다 이건",0
2022-06-19T12:14:57Z,2022-06-19T12:14:57Z,Hii Hi,아니 국수사 호송대를 유튭에서 볼줄 생각도 못했넼ㅋㅋㅋㅋㅋㅋㅋㅋ 반갑습니다,0
2022-06-19T12:14:44Z,2022-06-19T12:14:44Z,이승민,가오 이빠이네ㅋ,0
2022-06-19T12:14:01Z,2022-06-19T12:14:01Z,민민,군장병분들과 예비역 모든 분들 다 감사합니다..♥︎,6
2022-06-19T12:13:14Z,2022-06-19T12:13:14Z,적당한 일주일,"아스테이지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
생각만해도 진저리가",0
2022-06-19T12:12:17Z,2022-06-19T12:12:17Z,햅삐,썸넬 완전 사기ㅜㅜ안 들어올수가 없음..,0
2022-06-19T12:11:25Z,2022-06-19T12:11:25Z,개콥,아 ㅋㅋㅋㅋㅋ소말리아 박살나지ㅋㅋ,1
2022-06-19T12:10:36Z,2022-06-19T12:10:36Z,돼지이불,얼굴이 무기지,0
2022-06-19T12:10:28Z,2022-06-19T12:10:28Z,너가 선택한 운명,음 대통령은 군미필,0
2022-06-19T12:09:47Z,2022-06-19T12:09:47Z,나으리나으리,찐군대나온사람은 아무말 안해 공익이나 상근이나 존내 입터는거지,0
2022-06-19T12:08:38Z,2022-06-19T12:08:38Z,김재백,사투리 마 구시하네이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
2022-06-19T12:08:15Z,2022-06-19T12:08:15Z,하이,아 예비군 가기 싫다,0
